时间,城市,昵称,性别,等级,评分,评论
2018-09-23,上饶,是顾念啊,2,1,4.5,"很真实了，关于校园欺凌都是社会上关注的问题，不负责的老师或者父母谈到校园欺凌可能是""为什么不欺负别人就欺负你?你是不是应该先好好反省你自己?""的一个态度。或许是时候改改变中国的教育方式了，童年阴影真的能影响一个人一辈子。我很幸运我没有遇到这些事，我也不能想象遇到这些事的人他们有多么的痛苦。当悲伤来袭的时候，想哭就哭吧，哭出来或许就不这么难受了。"
2018-09-23,上海,疯丫头丫,0,3,5,好看～～～～～
2018-09-23,广州,cdC764735345,1,2,4.5,其实没有什么感觉
2018-09-23,遂宁,易千只烊烊烊,2,1,5,真的很不错，我是个有小说情结的人。其实说实话，郭敬明的这本书能改成这样真的很不得了。而且也是揭示了校园暴力这种事情，也是看清人情冷暖。
2018-09-23,钦州,我正经,0,2,5,请多带点纸巾吧。
2018-09-23,长沙,RDL695692651,0,2,5,很好看   最后的时候看哭了
2018-09-23,深圳,Lsl284539226,2,2,5,第一次写。是捅刀不会哭的人，前任三没流泪的我，看别人说带好纸巾，还说切矫情！结果打脸全影院就我哭最惨，鼻涕擦胳膊。电影中刻画的每个角色，施暴者，跟风者，旁观者，火上浇油者，受虐者等等，就是我们校园的缩影和社会工作环境的印射，我们不会也不愿承认，我们扮演过一种以上影片里的角色。因为站在黑暗的人不是你，所以你才会轻描淡写。如果能好好活着，谁又会选择死亡，难道每个人都有站在高楼纵身一跃的勇气?谁又会在跳海时毫不恐惧?电影女主易瑶经历，语言暴力，欺辱凌霸这是无法承受的黑暗，但庆幸的是还有一个送她去医院付医疗费的齐铭，站出来保护她的顾森西，最后母亲握紧的手，而生活中很多经历者未必幸运没
2018-09-23,灌云,猪猪王志彤啊,0,2,4.5,最后十分钟为难过 心疼女主 抱抱
2018-09-23,上海,紫色烟花950,2,2,3,剧情挺好，就是有点乱，可能智商不高，有时候分不清现实，幻想，梦。。。
2018-09-23,深圳,栖青i,0,3,5,郭敬明的电影一如既往的没有结局
2018-09-23,淄博,ayB553018591,0,3,5,善良的你就是所有光亮
2018-09-23,石家庄,xRu604198163,2,3,4.5,改编的没小说那么虐 但是也很扎心 男二好帅帅帅 好看
2018-09-23,西安,EWY737192995,2,2,5,很好看很好看
2018-09-23,石狮,WWEIBBBOOO,1,3,5,好看值得推荐
2018-09-23,吴江,kwE878049288,1,2,5,好看，非常好看
2018-09-23,阜新,小妖精6784,2,3,5,校园暴力真的很可怕，希望每个人都有一个温暖的一生，做人还是要善良
2018-09-23,南宁,北斋,2,2,4.5,唐小米实在太坏了，她自己被欺负难道就要欺负别人吗，她身边的人也不分好坏还好易遥的身边有齐铭和顾森西。愿所有的青春，都可以被温柔对待！！！
2018-09-23,东莞,kVV717936949,2,3,4.5,蛮有意义的一部片，不同于平常的青春片
2018-09-23,济南,biubiubiu。l,0,2,5,好看哈哈哈哈
2018-09-23,沈阳,KXi810224902,0,1,5,超级好看！！！！！！！看哭了都，特别好看
2018-09-23,珠海,MCy813460635,0,3,4.5,希望有人能勇敢的站出来阻止校园欺凌
2018-09-23,烟台,神的小柠檬,0,2,4.5,请善待每一个人。恶有恶报，善有善报
2018-09-23,成都,拂槛i,0,2,5,我以为会失望，没想到还是惊艳咯一把，我觉得好看的
2018-09-23,沈阳,pjY658046052,0,5,5,人物情节心理刻画细致，画面美
2018-09-23,庆阳,SRS577977347,0,3,5,看过原著，还好。
2018-09-23,双峰,C123........,2,2,4.5,怀着对小说的情怀来看电影，感觉特别棒，电影比小说还要打动人心，在观影时，自己身临其境，悲伤逆流成河这部电影虽然在看的时候很悲伤很感动，但是传播了一种反对校园暴力的正能量！演员的演技也挺在线的
2018-09-23,株洲,zhoufuzheng,1,3,5,感触很深，值得深思
2018-09-23,成都,嗯。2472,2,2,5,好看 挺有意义的
2018-09-23,遂宁,QBq379868905,0,4,5,感同身受……
2018-09-23,天津,buF594377918,0,3,5,校园欺凌事件太多了，而且亲身经历过这些，看见过这些，而我当时也只是默不作声的看着，并没有勇敢而出，我觉得自己就好像那些凶手一样
2018-09-23,天津,tKZ121354097,2,0,5,这部电影演绎得比小说更正能量有深意，女主间接被传染性病改得也比原著里的情节合理多了，电影里也更容易看出女主母亲的爱，当易遥母亲打自己巴掌的时候真的泪崩！最后易遥当着全校的面，在决定自杀前说出的那些告白也真的很感染人，那刻我也深刻的感受到了活着对易遥来说是种绝望，被所有人质疑是杀人犯，被侮辱被欺凌，正如易遥所说，那些【凶手】会在多年以后甚至不记得自己的所作所为，依然过得好好的，校园暴力真的是可怕，愿所有青春都应被善待💗
2018-09-23,保定,fairy晶,0,2,4.5,青春期的美好，霸凌，欺辱，反击，伤痛，有感动，有泪水，在这个作品一一呈现，愿所有的青春都会被温暖对待。这是一部按原著改编后的电影，改编后反而觉得更好。每个人都有优点缺点，不完美的人生才是真实的人生 。没有人完美无缺要正视自己的不完美，完美主义者永远不会感到快乐。喜欢顾森西的角色，太阳从西边出来的西，这个角色会带给别人温暖。遗憾的是姐姐顾森湘善良美丽优秀但也逃脱不掉命运。看她扮演的角色会想到社会上真有这样的，无辜的消香玉陨了。特别感触真实。女主角易遥更是让我五味杂粮。特别作为教育者或者有教育素养的人观后还是觉得值得一看呼吁正能量，并且能够倡导去多一些正面教育多关注学生们的心理。
2018-09-23,连云港,靓姐姐来了i,0,3,5,很感人 但和原著不太一样
2018-09-23,重庆,WGi551773981,1,2,5,反对校园暴力 非常值得去看。 难得的好电影
2018-09-23,义乌,Xje114299424,0,2,5,很好看，给人大的感悟，看完之后会让自己去反省自己
2018-09-23,遵义,fnn562531108,0,4,5,好看！太好看了！
2018-09-23,锦州,Apollo9058,1,3,5,女朋友悲伤逆流成河
2018-09-23,齐齐哈尔,Paradisekiss.,2,3,4,男2比男主帅 女2比女1美 但女1演的比较好！男主就**的是个渣男！喜欢男2号！非常喜欢！
2018-09-23,海口,吴亦凡圈外女友,2,4,5,小说完成度很高，也是好看，关于校园凌霸，作为家长以及老师都应该去看看，如何教育自己的孩子，当老师的应该怎么样去关心学生。看小说的时候赚足眼泪，现在看了电影依旧是眼泪纵横。
2018-09-23,长沙,XkQ354722385,0,3,0.5,除了年轻小演员值得肯定，其他真的算了，浪费时间，小小郭的文章确实没啥社会意义。直直吧社会道义和法制建设塞进电影。不值得看
2018-09-23,武汉,JXU965608592,0,3,3,以为是青春爱情，结果是校园暴力欺凌的主题，关注范围较窄。演员演绎的还不错，但剧情无法提神！
2018-09-23,深圳,魅爆,0,3,5,嗯嗯嗯      11
2018-09-23,岳阳,aJL81929658,2,2,5,挺好看的，中学生暴力，反映的社会问题很尖锐
2018-09-23,惠阳,FBZ501107251,0,3,4,"这次用的都是新演员，演技都较为稚嫩，但是易摇和顾森西的扮演者还是可以的，邬君梅的出演让我有点惊讶，老戏骨啊，演技的确很棒。但是齐铭的扮演者感觉不怎么样，演技是真的让我狂出戏，尴尬癌都犯了。
细节方面处理的不好，可能把一本书囊括在一部电影里的确会有一点难。太多东西一笔带过，易摇的心理活动，还有同学们对她的欺凌场面，都不够细致，详略不明。
剧情方面改了很多，齐铭变成男二(演员表男一)，人设变成了渣男...顾森西成男主(演员表男二)不知道演员表怎么定的，从戏份，逻辑关系，还有主线发展影响，应该顾森西是男主。易摇妈变得没那么恶毒，反而很暖。结局也改成了Happy ending。可能是广电的原因吧，哈哈"
2018-09-23,武汉,hAu986342084,0,3,5,和美女一起看的电影！不看内容就凭人也该给好评啊
2018-09-23,成都,lsW829083091,0,2,5,剧情感人，极具现实意义！
2018-09-23,南京,风霜天韵,2,2,4.5,单纯以一个观众的角度 没看过原著
2018-09-23,深圳,SjL731940569,0,3,5,情节感人，多数人性的弱点总是那些不经意的伤害却不自知，女主角充满了青春气息，忍受中反抗面对，不怯弱，不欺凌，不亢不卑，她的经历或许也是很多相似的兄弟姐妹或多或少遇到过的。顾森西，画龙点睛的人物，或许他才是真正的男主角，哈哈。只是姐姐却香消玉殒，坏人总是那么让人痛恨，希望每个人都有一颗光亮的❤，做好事，做正能量的事，做对社会有用的人，好电影，好导演，中国🇨🇳的电影终于走到了有血有肉，小人物大能量的地步，这才叫返璞归真，化腐朽为神奇的良心之作吧，希望能看见续集，哈哈哈哈！
2018-09-23,安阳,李易峰的小柯爱,0,2,5,愿我们的青春温柔相待💗
2018-09-23,杭州,ZHy342148009,2,2,5,个人感觉很好看 故事的开头就有让人看下去的欲望 记得以前看过小说 但是很久很久了差不多都忘记了 但是还记得顾森西这个名字 总体很悲伤 也很愤怒  哭得我稀里哗啦的  意犹未尽...
2018-09-23,镇江,RBY102664416,0,2,5,希望校园跟家园一样温暖。
2018-09-23,上海,TIF279011437,0,2,5,好看到死  但是也悲到死
2018-09-23,中山,HONG大叔,1,2,5,可能我们或多或少都参与过一些欺凌事件  我们永远不知道一些玩笑 无心之举会给别人带来多大的伤害  人年纪大了  眼泪就多了   很感动
2018-09-23,西安,向海,2,2,4.5,第一次看电影看哭了，真心的
2018-09-23,库尔勒,大冬子啊啊啊啊,2,2,4.5,去的时候一定记得带纸！！！
2018-09-23,哈尔滨,清欢4120,0,2,5,太扎心了，可能是有些细节感同身受吧，真的是悲伤逆流成河，哭哭😭
2018-09-23,内江,TT金泰亨,0,2,5,今年我觉得最值得看的一部电影
2018-09-23,呼和浩特,Aron912,2,3,5,希望可以多拍这种电影吧。
2018-09-23,宿迁,zUP174556618,2,2,5,挺有泪点的，给我隔壁小姐姐看哭的死去活来的，
2018-09-23,上海,疯子,2,2,4.5,全程特别压抑，演的接地气，非常好！
2018-09-23,上海,Rrp163259283,0,3,4.5,挺喜欢这种类型的电影，还不错。
2018-09-23,焦作,妮琦宝贝520,0,3,5,好看😊男主很幽默，很帅！
2018-09-23,广州,fJi462752704,0,5,5,以前看小说就哭的不行，电影版的出了死活都得看
2018-09-23,泰州,我要吃肉iiiii,0,1,3.5,演员选的都挺好，就是有些台词稍显尴尬，想快进
2018-09-23,烟台,LQj238095811,0,3,5,感人 致青春 现在的孩子们都太不容易了 又要拼命学习又要受到老师暴力 同学暴力 家庭暴力 社会太糟糕 孩子们跟着受罪啊 哎 哭的稀里哗啦 最后还没看明白 头一次写评论 不会写
2018-09-23,深圳,十影竖格,1,3,5,还可以，很多悲伤的镜头一晃而过，不至于太悲伤，画面感也很细腻，不错！
2018-09-23,西安,TVj455001854,0,4,4.5,影片整体不错，但是对女一的父亲的交待过无模忽，因而影响了女一母亲形象的塑造、略显遗憾。
2018-09-23,天津,某丶,2,2,4.5,演员们演的都很不错，女主长得有辨识度，剧情有笑有泪
2018-09-23,东莞,ebo415684972,2,2,5,电影讲述的校园暴力事件逼真，对于学生，老师，家长值得去观看，同时反思人的良知，道德及法律自己到底有多少，孩子又应如何教育。
2018-09-23,呼和浩特,Wln692609487,2,2,5,炒鸡好看  巨棒  炒鸡喜欢
2018-09-23,烟台,刘Ruska,0,3,5,很好看。根据郭敬明的同名小说改编。很有教育意义
2018-09-23,遵义,小花484,0,2,5,我觉得还可以
2018-09-23,深圳,kum838958830,1,3,5,很真实的片子，节奏和尺度恰到好处，墙裂推荐
2018-09-23,张家界,Hba月,1,3,5,看哭剧情也很好
2018-09-23,惠州,爱沐妍,0,1,5,可能因为自己经历过差不多的遭遇，所以女主表现的那种感觉的眼神是非常到位。
2018-09-23,南宁,狐公子,0,2,4.5,给9分是对这个题材的关注，当然电影本身也拍得用心，联想起不久前身边发生的校园欺凌，感慨万分，未成年人对同龄人的伤害近乎没有底线，希望健全法律！
2018-09-23,深圳,Rly杨丽蓉,2,2,4.5,"完美
主角好看
剧情也很不错
画面感代入感很强"
2018-09-23,深圳,张尚军962,1,5,4,还不错！支持！
2018-09-23,广州,寒0天堂,1,2,4,本以为是简单的粉丝电影，但这次选材很好，故事性很强，也能获得一些思考，不过电影本身的表现手法还有进步的空间！
2018-09-23,台州,七寸南季！！,2,3,5,剧情感人，很好看
2018-09-23,西安,手手,1,2,5,全世界最好的顾森西❤️
2018-09-23,哈尔滨,mEk867972751,0,4,4.5,真实 表扬顾森西 皮中带骚 高潮感人有触动 结局有希望
2018-09-23,深圳,微一陌,2,2,2,今年看过唯二难看的电影，悲伤的是观众呀，嗯，浪费俺的电影票
2018-09-23,成都,PinkHanBin,2,2,5,我不是药神后第二个看哭的电影.前面看得太揪心了
2018-09-23,遵义,金多兴盛,1,1,0.5,没去看，怎么评论，还浪费我六十几块钱。
2018-09-23,衡阳,wxsff220,2,1,4.5,超级棒啊演员演技在线颜值在线，剧情很nice，喜欢男二
2018-09-23,九江,TcX199900913,0,4,5,看完心情很沉重！主线很清晰！感情也合适
2018-09-23,广州,Eilenchoi.,2,4,5,第一部让我能从头哭到尾的电影 校园暴力不管是言论攻击还是手脚 永远会给人带来一生的伤痛和阴影
2018-09-23,合肥,Jby474288384,1,2,4,剧情不够，结局不够，
2018-09-23,成都,qYq734994107,2,2,5,悲伤逆流成河，很悲伤
2018-09-23,西安,旖楼听风雨,2,2,4.5,喜欢顾森西的温暖与理解，我也要努力做那个可以温暖别人的人。
2018-09-23,呼和浩特,鎏光6,0,2,4.5,很好，很好，很好
2018-09-23,广州,KiKi9255,2,2,4.5,好看好看好看
2018-09-23,铜仁,风槿如画833,2,3,5,回忆总想起模糊的小时候！
2018-09-23,青岛,aIe391047240,0,2,4.5,不要拒绝悲伤，只管尽情的愤怒
2018-09-23,南京,星弟boy,1,2,5,好看，还是喜欢看这个
2018-09-23,包头,柠萌栀虞,1,2,5,带够纸就好了
2018-09-23,上海,QTh491262340,2,3,4.5,小说没看过，印象中高中同学说结局很惨，主角都死了。电影看的心情很压抑，生活在光明里的人看到的都是光与美好，即使同处一片屋檐下，也无法感同身受在黑暗里的无助与压抑。感谢那些曾经温柔待我的同学们
